candidate_id,filename,feature_file,room_id,room_x,room_y,room_z,absorption,RT60,source_id,source_x,source_y,source_z,listener_id,listener_x,listener_y,listener_z,DRR,C80,ILD,ITD_ms,DRR_class
2453,0028.wav,0028.npy,3,10.0,7.0,3.0,0.35,0.39917355371900837,2,1.0,3.0,1.5,13,4.5,2.5,1.5,-7.039170930668558,11.029421054304635,0.01885047869707621,0.0625,0
78,0029.wav,0029.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,3,2.0,1.5,1.5,18,3.5,3.2,1.5,-11.333307615041885,10.082356337330424,0.49122478481232185,4.0,0
1512,0030.wav,0030.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,3,2.0,1.5,1.5,12,4.0,2.5,1.5,-10.388098707925044,6.466882571017786,0.048049893939467084,-0.1875,0
126,0031.wav,0031.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,0,1.0,1.2,1.5,6,4.5,1.3,1.5,-9.920725181352289,12.833096841191328,0.1926830445221894,0.0,0
1539,0032.wav,0032.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,4,2.0,2.5,1.5,19,4.0,3.2,1.5,-10.901168188585224,6.811852866386952,0.06158210271651286,-0.0625,0
191,0033.wav,0033.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,3,2.0,1.5,1.5,11,3.5,2.5,1.5,-10.968699891985407,12.580873936470717,0.12725876766711702,-0.25,0
2240,0034.wav,0034.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,4,2.0,2.5,1.5,0,1.5,1.3,1.5,-7.547908258610962,6.317162462979189,0.7879772052434385,6.0625,0
1666,0035.wav,0035.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,5,3.0,2.0,1.5,6,4.5,1.3,1.5,-7.726637102219187,7.458160642102576,-0.48229057078585963,-5.0,0
746,0036.wav,0036.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,1,1.0,2.0,1.5,6,4.5,1.3,1.5,-11.596831649648758,5.913442174220997,0.33659499086548095,0.0625,0
67,0037.wav,0037.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,3,2.0,1.5,1.5,7,1.5,2.5,1.5,-9.69187214157372,10.489347651689618,0.5828890233341801,-0.5,0
194,0038.wav,0038.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,3,2.0,1.5,1.5,14,1.5,3.2,1.5,-8.918995500763891,12.76175525437295,0.6402039628226772,4.5625,0
2364,0039.wav,0039.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,4,2.0,2.5,1.5,4,3.5,1.3,1.5,-7.76691693686817,7.384074036880953,0.2535364029969496,0.3125,0
1112,0040.wav,0040.npy,1,8.0,5.0,3.0,0.5,0.24455696202531646,1,1.0,2.0,1.5,12,4.0,2.5,1.5,-6.73668672905655,18.414821095898823,-0.08942890811496271,-0.0625,0
42,0041.wav,0041.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,2,1.0,3.0,1.5,2,2.5,1.3,1.5,-12.248564038384144,10.074075795449144,0.1975072355332721,-7.5625,0
1591,0042.wav,0042.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,1,1.0,2.0,1.5,11,3.5,2.5,1.5,-9.623071197305563,8.78441523531902,-0.0699857128939643,-0.0625,0
1574,0043.wav,0043.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,0,1.0,1.2,1.5,14,1.5,3.2,1.5,-9.357558049447231,8.858688037863724,0.10334455199964142,-5.0,0
184,0044.wav,0044.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,3,2.0,1.5,1.5,4,3.5,1.3,1.5,-8.228089707157068,13.001366372653617,0.3487539052926463,0.0625,0
2445,0045.wav,0045.npy,3,10.0,7.0,3.0,0.35,0.39917355371900837,2,1.0,3.0,1.5,5,4.0,1.3,1.5,-7.363484725278168,11.466736636410433,-0.24430505131882538,0.1875,0
439,0046.wav,0046.npy,0,6.0,4.0,3.0,0.5,0.21466666666666667,3,2.0,1.5,1.5,19,4.0,3.2,1.5,-6.536376049188459,23.035497933794478,0.7643500194623185,3.6875,0
157,0047.wav,0047.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,1,1.0,2.0,1.5,17,3.0,3.2,1.5,-9.128955489488906,12.569624022401749,0.5959063961140523,4.0625,0
1746,0048.wav,0048.npy,2,9.0,6.0,3.0,0.35,0.3763636363636364,3,2.0,1.5,1.5,6,4.5,1.3,1.5,-7.326053874914739,14.224033233416716,0.12938382246918498,0.0625,0
1595,0049.wav,0049.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,1,1.0,2.0,1.5,15,2.0,3.2,1.5,-7.284000446040002,9.146753467599826,0.1449011422497367,-0.375,0
2320,0050.wav,0050.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,2,1.0,3.0,1.5,0,1.5,1.3,1.5,-7.517101180767554,8.718198822322345,-0.060425568337918005,0.5,0
2354,0051.wav,0051.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,3,2.0,1.5,1.5,14,1.5,3.2,1.5,-7.051299336343222,8.192981550418502,0.26922768666831737,-0.5,0
303,0052.wav,0052.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,3,2.0,1.5,1.5,3,3.0,1.3,1.5,-6.306716585165292,19.59730539725784,-0.06879521825005917,0.125,0
727,0053.wav,0053.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,0,1.0,1.2,1.5,7,1.5,2.5,1.5,-8.862675355126575,7.846722652064765,-0.0991013103574172,-0.5,0
897,0054.wav,0054.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,2,1.0,3.0,1.5,17,3.0,3.2,1.5,-9.289218750471179,10.85058419621679,0.10200000700306999,4.625,0
1097,0055.wav,0055.npy,1,8.0,5.0,3.0,0.5,0.24455696202531646,0,1.0,1.2,1.5,17,3.0,3.2,1.5,-5.998245193016909,19.444597512433667,0.42638166131967853,-0.375,0
160,0056.wav,0056.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,2,1.0,3.0,1.5,0,1.5,1.3,1.5,-9.744081137440682,13.213682770911673,0.13624234964556106,0.5,0
1658,0057.wav,0057.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,4,2.0,2.5,1.5,18,3.5,3.2,1.5,-7.031254311198084,9.055221371177186,0.3318498883339241,5.0,0
1597,0058.wav,0058.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,1,1.0,2.0,1.5,17,3.0,3.2,1.5,-8.441337222095733,8.82270580618646,-0.12383626325443867,4.0625,0
84,0059.wav,0059.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,4,2.0,2.5,1.5,4,3.5,1.3,1.5,-12.14895998929088,10.114118310540901,0.14885710712842698,0.3125,0
332,0060.wav,0060.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,4,2.0,2.5,1.5,12,4.0,2.5,1.5,-7.956103677515509,17.568014200311943,0.12466227174336855,0.0,0
286,0061.wav,0061.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,2,1.0,3.0,1.5,6,4.5,1.3,1.5,-8.724681099255319,16.04484676096581,0.2711312867016479,0.1875,0
1818,0062.wav,0062.npy,2,9.0,6.0,3.0,0.5,0.26345454545454544,0,1.0,1.2,1.5,18,3.5,3.2,1.5,-6.184826894662059,17.850574645923235,0.013579302921837651,3.1875,0
200,0063.wav,0063.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,4,2.0,2.5,1.5,0,1.5,1.3,1.5,-7.333200265605885,13.591137577191372,0.39512319370524507,6.0625,0
354,0064.wav,0064.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,5,3.0,2.0,1.5,14,1.5,3.2,1.5,-7.345771339293665,16.712669299284634,0.4410417068120256,-0.3125,0
922,0065.wav,0065.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,4,2.0,2.5,1.5,2,2.5,1.3,1.5,-5.973329477640348,10.489342444957021,-0.3335482424520846,6.0625,0
71,0066.wav,0066.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,3,2.0,1.5,1.5,11,3.5,2.5,1.5,-11.535053208672561,10.181338532209594,0.14586757498525796,-5.1875,0
2272,0067.wav,0067.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,5,3.0,2.0,1.5,12,4.0,2.5,1.5,-5.9081529169198035,6.179367478630495,-0.12191414868785269,-0.25,0
1452,0068.wav,0068.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,0,1.0,1.2,1.5,12,4.0,2.5,1.5,-12.564846745136025,6.498379752017412,-0.00839420146173062,-0.125,0
1480,0069.wav,0069.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,2,1.0,3.0,1.5,0,1.5,1.3,1.5,-10.073169682574942,6.269233972104605,0.04748511265092541,0.5,0
2194,0070.wav,0070.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,1,1.0,2.0,1.5,14,1.5,3.2,1.5,-7.278624759201509,6.275697977562984,0.028576153956386473,-6.0625,0
1575,0071.wav,0071.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,0,1.0,1.2,1.5,15,2.0,3.2,1.5,-8.50285145723629,7.824269795228473,-0.2942852030298388,-0.3125,0
1558,0072.wav,0072.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,5,3.0,2.0,1.5,18,3.5,3.2,1.5,-7.140504034586183,6.1971786535693605,0.4358135676213271,-6.0625,0
754,0073.wav,0073.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,1,1.0,2.0,1.5,14,1.5,3.2,1.5,-8.368187062274226,8.252708405472807,0.10401110200016539,-6.0625,0
1625,0074.wav,0074.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,3,2.0,1.5,1.5,5,4.0,1.3,1.5,-8.917809661435765,9.45243103356306,0.07514673811150885,-4.625,0
912,0075.wav,0075.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,3,2.0,1.5,1.5,12,4.0,2.5,1.5,-9.033945366922701,9.31026288166346,-0.037942122588224624,-0.1875,0
100,0076.wav,0076.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,5,3.0,2.0,1.5,0,1.5,1.3,1.5,-12.268359468001304,10.226991542175984,-0.7196302153136737,-5.0,0
1589,0077.wav,0077.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,1,1.0,2.0,1.5,9,2.5,2.5,1.5,-6.580383556686388,9.110352132055098,0.3160471347315503,-0.125,0
253,0078.wav,0078.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,0,1.0,1.2,1.5,13,4.5,2.5,1.5,-8.694619028646201,15.69494216459063,0.9007922708828655,-0.1875,0
2363,0079.wav,0079.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,4,2.0,2.5,1.5,3,3.0,1.3,1.5,-5.9341451753687755,8.064071242105676,0.22897525593451767,0.375,0
404,0080.wav,0080.npy,0,6.0,4.0,3.0,0.5,0.21466666666666667,2,1.0,3.0,1.5,4,3.5,1.3,1.5,-7.150785092037414,23.03422658169398,-0.07601988155156753,0.1875,0
1002,0081.wav,0081.npy,1,8.0,5.0,3.0,0.35,0.34936708860759497,2,1.0,3.0,1.5,2,2.5,1.3,1.5,-6.975366731511303,14.632973313726918,0.03207995024793522,0.375,0
993,0082.wav,0082.npy,1,8.0,5.0,3.0,0.35,0.34936708860759497,1,1.0,2.0,1.5,13,4.5,2.5,1.5,-8.470690603198928,13.084995549658561,0.40363339370358686,-0.0625,0
317,0083.wav,0083.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,3,2.0,1.5,1.5,17,3.0,3.2,1.5,-6.417897305148012,17.625591981443275,0.6675268441202495,4.3125,0
1505,0084.wav,0084.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,3,2.0,1.5,1.5,5,4.0,1.3,1.5,-11.021005357669145,6.843706441537547,0.12276586554950107,0.0625,0
1538,0085.wav,0085.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,4,2.0,2.5,1.5,18,3.5,3.2,1.5,-9.279844078959494,6.405228134802529,0.3913926522546093,5.0,0
1706,0086.wav,0086.npy,2,9.0,6.0,3.0,0.35,0.3763636363636364,1,1.0,2.0,1.5,6,4.5,1.3,1.5,-7.815308497917405,11.111935900862772,-0.20907938088849523,0.0625,0
1612,0087.wav,0087.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,2,1.0,3.0,1.5,12,4.0,2.5,1.5,-10.56024207845444,8.3373878549526,0.7072067864526947,0.0625,0
113,0088.wav,0088.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,5,3.0,2.0,1.5,13,4.5,2.5,1.5,-10.89676947891972,11.119230315937763,0.6539948779649629,-0.125,0
1515,0089.wav,0089.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,3,2.0,1.5,1.5,15,2.0,3.2,1.5,-10.597843933130166,6.060391683197399,-0.4821398502357141,-5.5,0
878,0090.wav,0090.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,1,1.0,2.0,1.5,18,3.5,3.2,1.5,-9.502001127217211,9.861242273396453,-0.20180600546888905,-0.1875,0
2218,0091.wav,0091.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,2,1.0,3.0,1.5,18,3.5,3.2,1.5,-11.299382903366373,6.027386750674721,0.05192300228683143,-0.0625,0
1045,0092.wav,0092.npy,1,8.0,5.0,3.0,0.35,0.34936708860759497,4,2.0,2.5,1.5,5,4.0,1.3,1.5,-6.713949477304451,13.727406060646336,-0.4814034952945031,-4.0625,0
2170,0093.wav,0093.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,0,1.0,1.2,1.5,10,3.0,2.5,1.5,-8.545299971819393,5.00942618840622,0.18052680265082524,-4.4375,0
418,0094.wav,0094.npy,0,6.0,4.0,3.0,0.5,0.21466666666666667,2,1.0,3.0,1.5,18,3.5,3.2,1.5,-5.977379400808682,24.508924123588464,-0.036650696030835664,0.0,0
1507,0095.wav,0095.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,3,2.0,1.5,1.5,7,1.5,2.5,1.5,-5.989051709027966,7.012696356146027,0.2989390159454019,-0.5,0
2162,0096.wav,0096.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,0,1.0,1.2,1.5,2,2.5,1.3,1.5,-7.736922724120014,7.240218749761953,0.7054301299566761,-5.4375,0
80,0097.wav,0097.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,4,2.0,2.5,1.5,0,1.5,1.3,1.5,-9.657197787125574,10.924787222773563,0.40833001240109357,6.0625,0
1463,0098.wav,0098.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,1,1.0,2.0,1.5,3,3.0,1.3,1.5,-11.263904817532502,6.123060676485517,-0.11234291597594476,0.0625,0
48,0099.wav,0099.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,2,1.0,3.0,1.5,8,2.0,2.5,1.5,-9.080090552342925,11.277745154967548,-0.06973949010813174,0.25,0
1475,0100.wav,0100.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,1,1.0,2.0,1.5,15,2.0,3.2,1.5,-9.654220973247831,6.651021785766887,0.23717898034880908,-0.375,0
237,0101.wav,0101.npy,0,6.0,4.0,3.0,0.2,0.5366666666666666,5,3.0,2.0,1.5,17,3.0,3.2,1.5,-8.964502730318443,13.105678790969527,0.37976508522297026,-0.5,0
2333,0102.wav,0102.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,2,1.0,3.0,1.5,13,4.5,2.5,1.5,-9.429330674916287,6.802182311772559,0.09623801045233264,0.0625,0
403,0103.wav,0103.npy,0,6.0,4.0,3.0,0.5,0.21466666666666667,2,1.0,3.0,1.5,3,3.0,1.3,1.5,-6.5151337958547115,23.6391683856683,-0.03150321290477462,0.3125,0
990,0104.wav,0104.npy,1,8.0,5.0,3.0,0.35,0.34936708860759497,1,1.0,2.0,1.5,10,3.0,2.5,1.5,-7.018448444561292,14.076859287906833,0.4091745977471587,-0.125,0
1125,0105.wav,0105.npy,1,8.0,5.0,3.0,0.5,0.24455696202531646,2,1.0,3.0,1.5,5,4.0,1.3,1.5,-7.537082335856592,18.814005564202077,0.023204553252959344,3.5,0
346,0106.wav,0106.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,5,3.0,2.0,1.5,6,4.5,1.3,1.5,-6.441297638690912,17.681455537306295,-0.4396933567597247,-5.0,0
1532,0107.wav,0107.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,4,2.0,2.5,1.5,12,4.0,2.5,1.5,-9.247724517705239,6.265763231836949,0.26972798782704277,0.0,0
313,0108.wav,0108.npy,0,6.0,4.0,3.0,0.35,0.3066666666666667,3,2.0,1.5,1.5,13,4.5,2.5,1.5,-8.567686756204985,16.688037839105544,0.21330393260908906,-0.125,0
752,0109.wav,0109.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,1,1.0,2.0,1.5,12,4.0,2.5,1.5,-13.62020517170272,7.270520435540744,0.017180679860461432,-0.0625,0
757,0110.wav,0110.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,1,1.0,2.0,1.5,17,3.0,3.2,1.5,-10.693342255610434,8.026834113384409,0.03167831612759024,4.0625,0
777,0111.wav,0111.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,2,1.0,3.0,1.5,17,3.0,3.2,1.5,-11.362969463150828,8.201673078268362,0.016421804827284996,-0.0625,0
1526,0112.wav,0112.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,4,2.0,2.5,1.5,6,4.5,1.3,1.5,-10.507044727920201,5.8394549258041835,-0.5044304142908685,0.1875,0
1692,0113.wav,0113.npy,2,9.0,6.0,3.0,0.35,0.3763636363636364,0,1.0,1.2,1.5,12,4.0,2.5,1.5,-6.5586759763623075,13.076669384813897,-0.0015588043217159742,-0.125,0
791,0114.wav,0114.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,3,2.0,1.5,1.5,11,3.5,2.5,1.5,-10.839645556486321,7.4586331916481985,0.0681421550078931,-5.1875,0
1513,0115.wav,0115.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,3,2.0,1.5,1.5,13,4.5,2.5,1.5,-11.008417177829894,5.754033042930796,0.10079454582856655,-0.125,0
1638,0116.wav,0116.npy,2,9.0,6.0,3.0,0.2,0.6586363636363637,3,2.0,1.5,1.5,18,3.5,3.2,1.5,-8.833016359893817,8.523791684944541,-0.04547278762664613,-0.375,0
1483,0117.wav,0117.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,2,1.0,3.0,1.5,3,3.0,1.3,1.5,-11.052092125903425,5.985801827669742,0.051503307171478274,0.25,0
2343,0118.wav,0118.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,3,2.0,1.5,1.5,3,3.0,1.3,1.5,-6.478657514448698,9.767052086408706,0.10899377226467519,0.125,0
2236,0119.wav,0119.npy,3,10.0,7.0,3.0,0.1,1.397107438016529,3,2.0,1.5,1.5,16,2.5,3.2,1.5,-9.178927243752877,5.675363859568953,0.09993515560309144,-0.5,0
1012,0120.wav,0120.npy,1,8.0,5.0,3.0,0.35,0.34936708860759497,2,1.0,3.0,1.5,12,4.0,2.5,1.5,-8.89681156154886,13.231951396108716,0.08577009444665204,0.0625,0
2289,0121.wav,0121.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,0,1.0,1.2,1.5,9,2.5,2.5,1.5,-8.511489548476263,8.231699897276206,-0.04767699284384251,-4.9375,0
68,0122.wav,0122.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,3,2.0,1.5,1.5,8,2.0,2.5,1.5,-9.825669055597505,10.59407848693641,0.641843687918031,-0.5625,0
2292,0123.wav,0123.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,0,1.0,1.2,1.5,12,4.0,2.5,1.5,-8.230998951704787,6.656934252138154,0.04804317099206986,-0.125,0
2545,0124.wav,0124.npy,3,10.0,7.0,3.0,0.5,0.2794214876033058,1,1.0,2.0,1.5,5,4.0,1.3,1.5,-5.9579612780563505,16.45164813909853,-0.25862109877671896,-3.4375,0
913,0125.wav,0125.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,3,2.0,1.5,1.5,13,4.5,2.5,1.5,-10.632886030223014,9.868176715614775,0.4203189149484057,-0.125,0
1731,0126.wav,0126.npy,2,9.0,6.0,3.0,0.35,0.3763636363636364,2,1.0,3.0,1.5,11,3.5,2.5,1.5,-7.716948529108486,13.547613742879104,0.0463640813784778,0.0625,0
74,0127.wav,0127.npy,0,6.0,4.0,3.0,0.1,1.0733333333333333,3,2.0,1.5,1.5,14,1.5,3.2,1.5,-10.729367751106436,10.217931992514707,0.570684518538588,4.5625,0
2297,0128.wav,0128.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,0,1.0,1.2,1.5,17,3.0,3.2,1.5,-9.909145744423688,7.891297629423001,0.355597013333398,10.8125,0
799,0129.wav,0129.npy,1,8.0,5.0,3.0,0.1,1.2227848101265821,3,2.0,1.5,1.5,19,4.0,3.2,1.5,-12.313515898348017,6.315449437216297,-0.5856290207715924,-0.25,0
1472,0130.wav,0130.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,1,1.0,2.0,1.5,12,4.0,2.5,1.5,-12.161424245304005,6.202986059487191,0.34890119539133013,-0.0625,0
1448,0131.wav,0131.npy,2,9.0,6.0,3.0,0.1,1.3172727272727274,0,1.0,1.2,1.5,8,2.0,2.5,1.5,-9.382427880936001,6.575252263895948,-0.1741511551053737,-0.4375,0
2337,0132.wav,0132.npy,3,10.0,7.0,3.0,0.2,0.6985537190082645,2,1.0,3.0,1.5,17,3.0,3.2,1.5,-8.315558948240048,8.818902128576703,-0.257054474275223,4.625,0
880,0133.wav,0133.npy,1,8.0,5.0,3.0,0.2,0.6113924050632911,2,1.0,3.0,1.5,0,1.5,1.3,1.5,-8.605063238039188,9.874164125031681,0.004577509753730403,0.5,0
